,Ingredient,Category,predict,OX
3614,닭 가슴 살 또는 닭다리 살 방울토마토 양송이버섯 양파 파프리카 블랙 올리브 우유 건 고추 또는 페페 론 치노 파슬리 올리브유,Western,Western,O
3615,감자 슬 라이스 햄 오이 양파 로메 인 곡물 식빵 버터 소금,Western,Western,O
3616,달걀 다지다 쇠고기 다지다 돼지고기 양파 달걀 달걀 물다 밀가루 빵가루,Western,Japanese,X
3617,토르티야 슬 라이스 햄 방울토마토 파프리카 주황 초록 스위트콘 적채 피자치즈 토마토 소스 소금 후추 올리브유,Western,Western,O
3618,식빵 새우 양배추 또는 치 커리 밀가루 빵가루 달걀 돈가스 소스 소금 후추,Western,Western,O
3619,밥 베이컨 양파 파프리카 피자치즈 밀가루 달걀 빵가루 어리다 새싹 식용유,Western,Western,O
3620,모닝 빵 비엔나 소시지 치 커리 체더치즈 슬 라이스 양파 오이 피클 케첩 머스터드,Western,Western,O
3621,아마란스 새 송이버섯 느타리버섯 토마토 적채 로메 인,Western,Western,O
3622,감자 베이컨 피자치즈 소금 후추,Western,Western,O
3623,아보카도 라임 토마토 적 양파 할라피뇨 다지다 소금 파슬리,Western,Western,O
3624,훈제 연어 슬 라이스 바게트 빵 슬 라이스 메이플시럽 아몬드 슬 라이스 딜,Western,Western,O
3625,메추리 감자 오이 베이컨 잎채소 아몬드 슬 라이스 파슬리,Western,Western,O
3626,크루아상 크다 래미 양파 오이 피클 토마토 치 커리 또는 잎채소 머스터드,Western,Western,O
3627,밥 스팸 달걀 오이 묵은지 김밥 김 깨 참기름 소금,Western,Korean,X
3628,다지다 쇠고기 다지다 돼지고기 양파 양송이버섯 버터 올리브유 후추,Western,Western,O
3629,모닝 빵 슬 라이스 치즈 빵가루 케첩 굴소스 다지다 소금 후추,Western,Western,O
3630,단호박 꿀 핫케이크 믹스 우유 달걀,Western,Western,O
3631,쇠고기 불고기 등심 달걀 밀가루 모짜렐라 치즈 양파 새송이 파프리카 어리다,Western,Western,O
3632,스파게티 바지락 방울토마토 양파 페페 론 치노 또는 건 고추 파슬리 올리브오일 화이트와인 스파게티 삶다 물 소금 후추,Western,Western,O
3633,쇠고기 등심 불고기 토르티야 체더 슬 라이스 치즈 피자치즈 양파 파프리카 시판 토마토소스,Western,Western,O
3634,식빵 딸기 크림 치즈 누텔라 초코 잼 버터 슈가 파우더,Western,Western,O
3635,달걀 체더 슬 라이스 버터 케첩 핫소스 설탕 식초 파슬리 가루 레몬 즙 소금 후추,Western,Western,O
3636,대구 또는 명태 감자 레몬 튀김 가루 식용유 케첩 허브 솔트 소금 후추,Western,Western,O
3637,쇠고기 등심 파프리카 빨간색 양송이버섯 오이 고추 양파 올리브유 버터 파슬리 가루,Western,Western,O
3638,다지다 쇠고기 다지다 돼지고기 양파 당근 다지다 소금 후추,Western,Western,O
3639,달걀 슬 라이스 햄 시금치 토마토 잉글리쉬 머핀 다지다 파슬리 가루 후추,Western,Western,O
3640,닭 날개 우유 칠리소스 허니 머스타드 올리브오일 카레 가루 소금 후추 파슬리 가루 로즈메리,Western,Western,O
3641,새우 양송이버섯 파슬리 올리브오일 페퍼 론 치노 바게트 소금 후추,Western,Western,O
3642,관자 올리브오일 양파 브로콜리 콜리플라워 소금 후추 피자치즈 체더치즈 파슬리 가루,Western,Western,O
3643,사과 셀러리 당근 양배추 구 운 호두,Western,Western,O
3644,토르티아 양파 방울토마토 양송이버섯 파인애플 칵테일 새우 피자치즈 토마토소스 소금 후추 파슬리 가루 올리브오일,Western,Western,O
3645,단호박 감자 양파 버터 물 우유 생크림 올리고당 소금 후추 파슬리 휘핑 생크림,Western,Western,O
3646,불리다 병아리 콩 소금 올리브오일 다지다 소금 후추,Western,Western,O
3647,파스타 오이 방울토마토 블랙 올리브 샐러드 잎채소 올리브오일 굵다 소금 파르메산 치즈,Western,Western,O
3648,무염 버터 설탕 바닐라 설탕 소금 달걀 밀가루 박력 분 아몬드 가루 베이킹파우더 우유,Western,Western,O
3649,치아바타 또는 식빵 베이컨 꿀 슬 라이스 치즈 모차렐라 치즈 올리브오일 아몬드 슬 라이스 건 크랜베리,Western,Western,O
3650,감자 피자치즈 달걀 밀가루 빵가루 케첩 식용유,Western,Western,O
3651,쇠고기 불고기 체리 토마토 어린잎채소 후추 통깨 소금 후추,Western,Western,O
3652,방울토마토 적 양파 영양 부추 레몬 소금,Western,Western,O
3653,곡물 식빵 달걀 토마토 적 양파 또는 양파 양상추 오이 피클 무순 소금,Western,Western,O
3654,돼지고기 목살 샬롯 미니 양파 치 커리 비트 방울토마토 로즈메리 달걀 파인애플 통조림 쉬 레드 모짜렐라 치즈 올리브오일,Western,Western,O
3655,로메 인 상추 베이컨 파르메산 치즈 블럭 파슬리 가루 후추 설탕 파슬리 가루 후추,Western,Western,O
3656,훈제 연어 감자 양파 베이컨 영양 부추 소금 후추,Western,Western,O
3657,두부 대파 무순 검다 깨 식용유 소금 후추,Western,Japanese,X
3658,미니 새 송이버섯 느타리버섯 버섯 프랑크 소시지 양파 비타민 올리브오일 소금 후추,Western,Western,O
3659,스파게티 바지락 새우 방울토마토 청양고추 양파 토마토소스 생크림 파르메산 치즈 가루 파슬리 가루 올리브오일 소금 후추,Western,Western,O
3660,잉글리시 머핀 쇠고기 불고기 토마토 양파 양상추 깻잎 슬 라이스 치즈 식용유 소금 후추,Western,Western,O
3661,쇠고기 등심 양파 달래 올리브오일 소금 후추 로즈메리,Western,Western,O
3662,퀴노아 오렌지 샐러드 채소 건 크랜베리 소금,Western,Western,O
3663,박력 분 버터 소금 찬물 달걀 노른자 고다 치즈 버터 소금 후추,Western,Western,O
3664,토르티야 옥수수 통조림 파프리카 양파 햄 페페로니 베이컨 토마토소스 피자치즈 고구마 토핑용,Western,Western,O
3665,훈제 연어 오렌지 어린잎채소 케이 퍼 오렌지 제스 트 고추냉이 소금 후추,Western,Western,O
3666,고구마 중간 우유 물 다지다 양파 파 마산 치즈 올리브유 소금,Western,Western,O
3667,치아바타 카망베르 치즈 모차렐라 치즈 호두 아몬드 슬 라이스 꿀,Western,Western,O
3668,양파 양상추 어린잎채소 파인애플 캐슈 너트 캐슈 너트 소금,Western,Western,O
3669,파프리카 햄슬 라이스 양파 당근 애호박 피자치즈 고슬고슬하다 밥 버터 소금 후추 파슬리 가루 생크림,Western,Western,O
3670,토르티야 양상추 양파 토마토 머스타드 소금 달걀 빵가루 올리브오일 베이 킹소 다,Western,Western,O
3671,새우 달걀 감자전 분 빵가루 파슬리,Western,Japanese,X
3672,무화과 베이컨 발사믹 글 레이즈,Western,Western,O
3673,감자 다지다 양파 다지다 피망 파프리카 다지다 당근 다지다 파슬리 소금 후추 카 놀라다 유 케첩,Western,Western,O
3674,감자 중간 사이즈 양파 대파 희다 부분 물 또는 닭고기 육수 우유 생크림 버터 파르메산 치즈 가루 소금 후추,Western,Western,O
3675,두부 양파 당근 실파 양송이버섯 올리브유 물 버터 후추,Western,Western,O
3676,치아바타 바질 페스 토 토마토 모차렐라 치즈 바질 다지다 양파 토마토소스,Western,Western,O
3677,복숭아 토마토 오이 노랗다 파프리카 적 양파 그린 올리브 블랙 올리브 페타 치즈 바질,Western,Western,O
3678,떡볶이 떡 옥수수 통조림 베이컨 토르티야 피자치즈 파슬리 가루,Western,Western,O
3679,치아바타 베이컨 토마토 양파 양상추 소금 후추 슬 라이스 치즈,Western,Western,O
3680,망고 샐러드 채소 방울토마토 닭 가슴 살 소금 후추 고수 고추 씨,Western,Western,O
3681,바게트 방울토마토 바질 올리브오일 소금 후추,Western,Western,O
3682,햄버거 빵 양파 토마토 양상추 피클 슬 라이스 치즈 베이컨,Western,Western,O
3683,쇠고기 불고기 토르티야 토마토 양파 어린잎채소 피자치즈 모차렐라 치즈 토마토소스,Western,Western,O
3684,토마토 생 모차렐라 치즈 바질 파르메산 치즈 소금 후추,Western,Western,O
3685,아보카도 딸기 어린잎채소 꿀 소금,Western,Western,O
3686,리코 타 치즈 샐러드 채소 딸기 오렌지 꿀 아몬드,Western,Western,O
3687,가지 스파게티 면 다지다 쇠고기 방울토마토 파 마산 치즈 가루 올리브유 바질 생략 가능,Western,Western,O
3688,당근 소금 홀 레인 머스타드 설탕 후춧가루,Western,Japanese,X
3689,양파 감자 브로콜리 물 생크림 파 마산 치즈 가루 버터 소금 후추,Western,Western,O
3690,오이 닭 가슴 살 고추기름 참기름 간장 설탕 라오 천추 다지다 대파 다지다 다지다 후추,Chinese,Chinese,O
3691,돼지고기 소금 후추 감자전 분 튀김 기름 식용유 고추기름 대파 청주 간장 피망 양파 표고버섯 진양 죽순 목이버섯 굴소스 후추 소금 참기름,Chinese,Chinese,O
3692,새우 식빵 후추 튀김 기름 스윗 칠리소스 꿀 식초 다지다 다지다 고추,Chinese,Chinese,O
3693,잡채 고추기름 다지다 대파 돼지고기 청주 간장 양파 당근 애호박 목이버섯 표고버섯 준순 굴소스 노 두유 후추 참기름 부추,Chinese,Chinese,O
3694,식용유 돼지고기 소고기 간장 라드 대파 청주 양파 볶음 춘장 굴소스 설탕 후추 중화 면 계란 밥 계란 지단,Chinese,Chinese,O
3695,돼지고기 소금 후추 튀김 반죽 감자전 분 물 계란 튀김 기름 양파 파인애플 목이버섯 물 설탕 식초 레몬 굴소스 참기름,Chinese,Chinese,O
3696,돼지고기 대파 치다 피시 소스 통후추 물 양파 오향 고추기름 참기름 간장 설탕 라오 천추 다지다 대파 다지다 다지다 후추,Chinese,Chinese,O
3697,미니 오이 치다 피시 소스 설탕 식초 다지다 쪽파 대파 고추 고추기름 참기름,Chinese,Chinese,O
3698,밥 고추기름 돼지 기름 대파 다지다 양파 배추 주 키 니 호박 당근 목이버섯 간장 청주 굴소스 고춧가루 후추 닭 육수 부추 참기름 계란후라이,Chinese,Chinese,O
3699,대패 삼겹살 오이 대파 고추기름 참기름 간장 설탕 라오 천추 다지다 대파 다지다 다지다 후추,Chinese,Chinese,O
3700,만두 고추기름 참기름 간장 설탕 라오 천추 다지다 대파 다지다 다지다 후추,Chinese,Chinese,O
3701,고기 해산물 스팸 베이컨 소세지 오뎅 맛살 만두 유부 고 기 완 자 생선 완 자 새우 볼 문어 볼 메추리 물만두 배추 청경채 숙주 고수 무 콩나물 대파 고추 쑥갓 단호박 양파 부추 시금치 고수 버섯 감자 고구마 죽순 연근 두부 면,Chinese,Chinese,O
3702,돼지고기 소금 후추 감자전 분 물 계란 흰자 튀김 기름 고추기름 물 설탕 사과 식초 굴소스 노 두유 케찹 베트남 고추 양파 목이버섯 참기름,Chinese,Chinese,O
3703,베이컨 오이 고추기름 참기름 간장 다지다 다지다 파 다지다 라오 천추 설탕 소금 후추,Chinese,Chinese,O
3704,미니 오이 소금 사과 식초 설탕 두 반장 고추기름 고추,Chinese,Chinese,O
3705,식용유 고추 돼지고기 료주 설탕 블랙 빈 소스 쫑 소금,Chinese,Chinese,O
3706,돼지고기 식용유 고추기름 대파 다지다 청주 양파 볶음 춘장 굴소스 설탕 밥 계란후라이,Chinese,Chinese,O
3707,돼지고기 청주 다지다 대파 다지다 계란 감자전 분 후추 고추기름 대파 청주 간장 죽순 표고버섯 배추 목이버섯 굴소스 치킨 파우더 후추 소금,Chinese,Chinese,O
3708,돼지고기 연 두부 고추기름 다지다 대파 청주 간장 표고버섯 목이버섯 닭 육수 두 반장 굴소스 고춧가루 후추 물 감자전 분 참기름,Chinese,Chinese,O
3709,돼지고기 소금 후추 감자전 분 옥수수 전분 고구마 전분 타피오카 전분 물 식용유 계란 흰자 튀김 기름 고추기름 사과 식초 설탕 맛소금 감 저 전분 물,Chinese,Chinese,O
3710,만두 튀김 기름 식용유 고추기름 대파 베트남 고추 간장 식초 설탕,Chinese,Chinese,O
3711,돼지고기 소금 후추 감자전 분 물 계란 흰자 튀김 기름 베트남 고추 양파 목이버섯 고추기름 물 설탕 사과 식초 굴소스 노 두유 케찹 참기름,Chinese,Chinese,O
3712,고추기름 대파 다지다 청주 양파 볶다 춘장 굴소스 설탕,Chinese,Chinese,O
3713,사태 물 양파 대파 간장 조청 청주 미림 노 두유 월계수 통후추 정향 팔각 계피 펜넬 씨드,Chinese,Chinese,O
3714,돼지고기 대파 통후추 팔각 정향 계피 월계수 소금 고추기름 참기름 간장 다지다 다지다 파 다지다 라오 천추 설탕 소금 후우 오이 대파,Chinese,Chinese,O
3715,돼지 고가 소금 후추 감자전 분 물 계란 흰자 튀김 기름 대파 청주 소금 후추 부추,Chinese,Chinese,O
3716,돼지고기 소금 후추 감자전 분 튀김 기름 고추기름 다지다 대파 청주 간장 피망 양파 표고버섯 죽순 목이버섯 굴소스 후추 참기름 꽃빵,Chinese,Chinese,O
3717,만두 고추기름 참기름 간장 다지다 다지다 파 라오 천추 설탕 후추,Chinese,Chinese,O
3718,고구마 튀김 기름 식용유 설탕,Chinese,Chinese,O
3719,물 훠궈 육 수 소스 패목 살 스팸 어묵 배추 대파 새 송이버섯 목이버섯 콴펀 푸주 고추기름 지 마장 해선장 다지다 대파 다지다 마르다 탕 육수 라오 천추,Chinese,Chinese,O
3720,배추 고추기름 파프리카 피망 다지다 다지다 청주 간장 굴소스 쪽파,Chinese,Chinese,O
3721,돼지고기 소금 후추 감자전 분 물 계란 튀김 기름 양파 파인애플 목이버섯 물 설탕 식초 굴소스 참기름 전분 물,Chinese,Chinese,O
3722,닭다리 살 소금 후추 감자전 분 물 계란 흰자 튀김 기름 고추기름 대파 베트남 고추 설탕 간장 식초 참기름,Chinese,Chinese,O
3723,돼지고기 소금 후추 감자전 분 고구마 전분 물 계란 흰자 당근 대파 물 고추기름 식초 설탕 올리고당 참기름 감자전 분 물,Chinese,Chinese,O
3724,닭다리 살 감자전 분 물 계란 흰자 소금 후추 튀김 기름 물 간장 식초 설탕 레몬 즙 메이플시럽 고추 파프리카 대파 다지다,Chinese,Chinese,O
3725,죽순 표고버섯 목이버섯 새우 오징어 건 해삼 돼지고기 감자전 분 계란 흰자 소금 후추 고추기름 대파 다지다 다지다 청주 간장 피망 닭 육수 굴소스 후추 물 감자전 분 참기름,Chinese,Chinese,O
3726,돼지고기 새우 연 두부 고추기름 다지다 대파 청주 간장 고추 표고버섯 죽순 쪽파 목이버섯 해삼 두 반장 굴소스 닭 육수 후추 참기름 감자전 분 물,Chinese,Chinese,O
3727,돼지고기 소금 후추 감자전 분 튀김 기름 고추기름 다지다 대파 청주 간장 꽈리 고추 양파 표고버섯 죽순 목이버섯 굴소스 후추 참기름 꽃빵,Chinese,Chinese,O
